Date,Assay Day,CPB Group,Weight (g),% Defoliation,Alive,Dead,Incapacitated,Pupating,Emerged Adults,Notes
07/04/2025,14,3FGD22,N/A,N/A,6,0,0,6,0,
07/04/2025,14,3FLD11,N/A,N/A,5,1,0,5,0,
07/04/2025,14,3FLD12,N/A,N/A,5,0,0,4,0,
07/04/2025,14,3FLD21,N/A,N/A,4,0,0,3,0,
07/04/2025,14,3FLD22,N/A,N/A,4,0,0,1,0,
07/05/2025,15,4FC31,N/A,N/A,2,0,0,2,0,
07/05/2025,15,4FC32,N/A,N/A,3,0,0,2,1,
07/05/2025,15,4FGD11,N/A,N/A,4,0,0,1,3,
07/05/2025,15,4FGD12,N/A,N/A,1,1,0,1,0,
07/05/2025,15,4FGD21,N/A,N/A,3,0,0,3,0,
07/05/2025,15,4FGD22,N/A,N/A,2,0,0,1,1,
07/05/2025,15,4FLD11,N/A,N/A,6,0,0,3,3,
07/05/2025,15,4FLD12,N/A,N/A,2,0,0,0,1,
07/05/2025,15,4FLD21,N/A,N/A,3,0,0,2,0,
07/05/2025,15,4FLD22,N/A,N/A,4,0,0,3,1,
07/05/2025,15,3FC11,N/A,N/A,5,0,0,4,0,
07/05/2025,15,3FC12,N/A,N/A,4,0,0,3,0,
07/05/2025,15,3FC31,N/A,N/A,4,0,0,1,0,
07/05/2025,15,3FC32,N/A,N/A,3,0,0,3,0,
07/05/2025,15,3FGD11,N/A,N/A,5,0,0,5,0,
07/05/2025,15,3FGD12,N/A,N/A,4,0,0,3,0,
07/05/2025,15,3FGD21,N/A,N/A,6,0,0,5,0,
07/05/2025,15,3FGD22,N/A,N/A,6,0,0,5,1,
07/05/2025,15,3FLD11,N/A,N/A,5,0,0,4,1,
07/05/2025,15,3FLD12,N/A,N/A,5,0,0,4,0,
07/05/2025,15,3FLD21,N/A,N/A,4,0,0,3,0,
07/05/2025,15,3FLD22,N/A,N/A,4,0,0,1,0,
07/06/2025,16,4FC31,N/A,N/A,2,0,0,1,1,
07/06/2025,16,4FC32,N/A,N/A,3,0,0,1,2,
07/06/2025,16,4FGD11,N/A,N/A,4,0,0,0,4,
07/06/2025,16,4FGD12,N/A,N/A,1,0,0,1,0,
07/06/2025,16,4FGD21,N/A,N/A,3,0,0,2,1,
07/06/2025,16,4FGD22,N/A,N/A,2,0,0,1,1,
07/06/2025,16,4FLD11,N/A,N/A,6,0,0,0,6,
07/06/2025,16,4FLD12,N/A,N/A,1,1,0,0,0,
07/06/2025,16,4FLD21,N/A,N/A,2,1,0,1,1,
07/06/2025,16,4FLD22,N/A,N/A,4,0,0,2,2,
07/06/2025,16,3FC11,N/A,N/A,5,0,0,4,0,
07/06/2025,16,3FC12,N/A,N/A,3,1,0,2,1,
07/06/2025,16,3FC31,N/A,N/A,4,0,0,4,0,
07/06/2025,16,3FC32,N/A,N/A,3,0,0,3,0,
07/06/2025,16,3FGD11,N/A,N/A,5,0,0,4,1,
07/06/2025,16,3FGD12,N/A,N/A,3,1,0,3,0,
07/06/2025,16,3FGD21,N/A,N/A,6,0,0,6,0,
07/06/2025,16,3FGD22,N/A,N/A,6,0,0,3,2,
07/06/2025,16,3FLD11,N/A,N/A,5,0,0,3,2,
07/06/2025,16,3FLD12,N/A,N/A,4,0,0,4,0,
07/06/2025,16,3FLD21,N/A,N/A,4,0,0,1,0,
07/06/2025,16,3FLD22,N/A,N/A,4,0,0,3,1,
07/07/2025,17,3FC11,N/A,N/A,4,1,0,3,0,
07/07/2025,17,3FC12,N/A,N/A,3,0,0,1,2,
07/07/2025,17,3FC31,N/A,N/A,4,0,0,3,1,
07/07/2025,17,3FC32,N/A,N/A,3,0,0,1,2,
07/07/2025,17,3FGD11,N/A,N/A,5,0,0,2,3,
07/07/2025,17,3FGD12,N/A,N/A,2,1,0,0,2,blackened pupa death (face + legs)
07/07/2025,17,3FGD21,N/A,N/A,6,0,0,5,1,
07/07/2025,17,3FGD22,N/A,N/A,6,0,0,3,3,
07/07/2025,17,3FLD11,N/A,N/A,5,0,0,2,3,
07/07/2025,17,3FLD12,N/A,N/A,4,1,0,2,2,blackened pupa death (face + legs)
07/07/2025,17,3FLD21,N/A,N/A,4,0,0,1,0,
07/07/2025,17,3FLD22,N/A,N/A,4,0,0,2,2,
07/07/2025,17,4FC31,N/A,N/A,3,0,0,1,2,
07/07/2025,17,4FC32,N/A,N/A,1,1,0,1,0,adult death
07/07/2025,17,4FGD11,N/A,N/A,4,0,0,0,4,
07/07/2025,17,4FGD12,N/A,N/A,1,0,0,1,0,
07/07/2025,17,4FGD21,N/A,N/A,4,0,0,2,2,
07/07/2025,17,4FGD22,N/A,N/A,0,1,0,0,0,pupation death
07/07/2025,17,4FLD11,N/A,N/A,5,1,0,0,5,adult death
07/07/2025,17,4FLD12,N/A,N/A,1,0,0,0,0,
07/07/2025,17,4FLD21,N/A,N/A,2,0,0,0,1,
07/07/2025,17,4FLD22,N/A,N/A,4,0,0,0,4,
07/08/2025,18,3FC11,N/A,N/A,3,1,0,2,0,
07/08/2025,18,3FC12,N/A,N/A,3,0,0,0,3,
07/08/2025,18,3FC31,N/A,N/A,4,0,0,3,1,
07/08/2025,18,3FC32,N/A,N/A,3,0,0,0,3,
07/08/2025,18,3FGD11,N/A,N/A,5,0,0,0,5,
07/08/2025,18,3FGD12,N/A,N/A,2,0,0,0,2,
07/08/2025,18,3FGD21,N/A,N/A,4,2,0,2,2,"1 adult (recently pupated) death, 1 pupa death"
07/08/2025,18,3FGD22,N/A,N/A,6,0,0,1,5,
07/08/2025,18,3FLD11,N/A,N/A,5,0,0,2,3,
07/08/2025,18,3FLD12,N/A,N/A,4,0,0,2,2,
07/08/2025,18,3FLD21,N/A,N/A,4,0,0,2,0,
07/08/2025,18,3FLD22,N/A,N/A,4,0,0,2,2,
07/08/2025,18,4FC31,N/A,N/A,2,1,0,1,1,
07/08/2025,18,4FC32,N/A,N/A,1,0,0,1,0,
07/08/2025,18,4FGD11,N/A,N/A,4,0,0,0,4,
07/08/2025,18,4FGD12,N/A,N/A,1,0,0,0,1,
07/08/2025,18,4FGD21,N/A,N/A,4,0,0,2,2,
07/08/2025,18,4FGD22,N/A,N/A,0,0,0,0,0, 
07/08/2025,18,4FLD11,N/A,N/A,6,0,0,0,6,
07/08/2025,18,4FLD12,N/A,N/A,1,0,0,0,0,
07/08/2025,18,4FLD21,N/A,N/A,2,0,0,0,1,
07/08/2025,18,4FLD22,N/A,N/A,4,0,0,0,4,
07/09/2025,19,3FC11,N/A,N/A,3,0,0,1,1,
07/09/2025,19,3FC12,N/A,N/A,3,0,0,0,3,
07/09/2025,19,3FC31,N/A,N/A,4,0,0,3,1,
07/09/2025,19,3FC32,N/A,N/A,3,0,0,0,3,
07/09/2025,19,3FGD11,N/A,N/A,5,0,0,0,5,
07/09/2025,19,3FGD12,N/A,N/A,2,0,0,0,2,
07/09/2025,19,3FGD21,N/A,N/A,4,0,0,2,2,
07/09/2025,19,3FGD22,N/A,N/A,6,0,0,0,6,
07/09/2025,19,3FLD11,N/A,N/A,5,0,0,2,3,
07/09/2025,19,3FLD12,N/A,N/A,4,0,0,1,3,
07/09/2025,19,3FLD21,N/A,N/A,4,0,0,2,0,
07/09/2025,19,3FLD22,N/A,N/A,4,0,0,2,2,
07/09/2025,19,4FC31,N/A,N/A,2,0,0,0,2,
07/09/2025,19,4FC32,N/A,N/A,1,0,0,1,0,
07/09/2025,19,4FGD11,N/A,N/A,4,0,0,0,4,
07/09/2025,19,4FGD12,N/A,N/A,1,0,0,1,0,
07/09/2025,19,4FGD21,N/A,N/A,4,0,0,2,2,
07/09/2025,19,4FGD22,N/A,N/A,0,0,0,0,0,
07/09/2025,19,4FLD11,N/A,N/A,6,0,0,0,6,
07/09/2025,19,4FLD12,N/A,N/A,1,0,0,0,0,
07/09/2025,19,4FLD21,N/A,N/A,2,0,0,0,1,
07/09/2025,19,4FLD22,N/A,N/A,4,0,0,0,4,
07/10/2025,20,3FC11,N/A,N/A,3,0,0,1,1,
07/10/2025,20,3FC12,N/A,N/A,2,1,0,0,2,
07/10/2025,20,3FC31,N/A,N/A,4,0,0,3,1,
07/10/2025,20,3FC32,N/A,N/A,3,0,0,0,3,
07/10/2025,20,3FGD11,N/A,N/A,5,0,0,0,5,
07/10/2025,20,3FGD12,N/A,N/A,2,0,0,0,2,
07/10/2025,20,3FGD21,N/A,N/A,4,0,0,2,2,
07/10/2025,20,3FGD22,N/A,N/A,6,0,0,0,6,
07/10/2025,20,3FLD11,N/A,N/A,5,0,0,1,4,"*the adult that just emerged looked like it was on the verge of death, slow moving, slightly indented wings "
07/10/2025,20,3FLD12,N/A,N/A,4,0,0,0,4,
07/10/2025,20,3FLD21,N/A,N/A,4,0,0,1,1,
07/10/2025,20,3FLD22,N/A,N/A,4,0,0,2,2,
07/10/2025,20,4FC31,N/A,N/A,2,0,0,0,2,
07/10/2025,20,4FC32,N/A,N/A,1,0,0,0,1,
07/10/2025,20,4FGD11,N/A,N/A,4,0,0,0,4,
07/10/2025,20,4FGD12,N/A,N/A,1,0,0,1,0,
07/10/2025,20,4FGD21,N/A,N/A,4,0,0,2,2,
07/10/2025,20,4FGD22,N/A,N/A,0,0,0,0,0,
07/10/2025,20,4FLD11,N/A,N/A,6,0,0,0,6,
07/10/2025,20,4FLD12,N/A,N/A,1,0,0,0,0,
07/10/2025,20,4FLD21,N/A,N/A,2,0,0,0,1,
07/10/2025,20,4FLD22,N/A,N/A,4,0,0,0,4,
07/11/2025,21,3FC11,N/A,N/A,2,1,0,0,1,
07/11/2025,21,3FC12,N/A,N/A,2,0,0,0,2,
07/11/2025,21,3FC31,N/A,N/A,3,1,0,1,2,*died as black pupa 
07/11/2025,21,3FC32,N/A,N/A,3,0,0,0,3,
07/11/2025,21,3FGD11,N/A,N/A,5,0,0,0,5,
07/11/2025,21,3FGD12,N/A,N/A,2,0,0,0,2,
07/11/2025,21,3FGD21,N/A,N/A,4,0,0,0,4,
07/11/2025,21,3FGD22,N/A,N/A,6,0,0,0,6,
07/11/2025,21,3FLD11,N/A,N/A,5,0,0,1,4,
07/11/2025,21,3FLD12,N/A,N/A,4,0,0,0,4,
07/11/2025,21,3FLD21,N/A,N/A,4,0,0,1,1,
07/11/2025,21,3FLD22,N/A,N/A,4,0,0,2,2,
07/11/2025,21,4FC31,N/A,N/A,2,0,0,0,2,
07/11/2025,21,4FC32,N/A,N/A,1,0,0,0,1,
07/11/2025,21,4FGD11,N/A,N/A,4,0,0,0,4,
07/11/2025,21,4FGD12,N/A,N/A,1,0,0,0,1,
07/11/2025,21,4FGD21,N/A,N/A,4,0,0,2,2,
07/11/2025,21,4FGD22,N/A,N/A,0,0,0,0,0,
07/11/2025,21,4FLD11,N/A,N/A,6,0,0,0,6,
07/11/2025,21,4FLD12,N/A,N/A,1,0,0,0,0,
07/11/2025,21,4FLD21,N/A,N/A,2,0,0,0,1,
07/11/2025,21,4FLD22,N/A,N/A,4,0,0,0,4,
07/12/2025,22,3FC11,N/A,N/A,2,0,0,0,1,
07/12/2025,22,3FC12,N/A,N/A,2,0,0,0,2,
07/12/2025,22,3FC31,N/A,N/A,3,0,0,0,3,
07/12/2025,22,3FC32,N/A,N/A,2,1,0,0,2,adult death
07/12/2025,22,3FGD11,N/A,N/A,5,0,0,0,5,
07/12/2025,22,3FGD12,N/A,N/A,2,0,0,0,2,
07/12/2025,22,3FGD21,N/A,N/A,4,0,0,0,4,
07/12/2025,22,3FGD22,N/A,N/A,5,1,0,0,5,adult death 
07/12/2025,22,3FLD11,N/A,N/A,4,1,0,0,4,failed pupation 
07/12/2025,22,3FLD12,N/A,N/A,3,1,0,0,3,adult death 
07/12/2025,22,3FLD21,N/A,N/A,4,0,0,2,1,
07/12/2025,22,3FLD22,N/A,N/A,3,1,0,1,2,failed pupation
07/12/2025,22,4FC31,N/A,N/A,2,0,0,0,2,
07/12/2025,22,4FC32,N/A,N/A,1,0,0,0,1,
07/12/2025,22,4FGD11,N/A,N/A,4,0,0,0,4,
07/12/2025,22,4FGD12,N/A,N/A,1,0,0,0,1,
07/12/2025,22,4FGD21,N/A,N/A,4,0,0,1,3,
07/12/2025,22,4FGD22,N/A,N/A,0,0,0,0,0,
07/12/2025,22,4FLD11,N/A,N/A,6,0,0,0,6,
07/12/2025,22,4FLD12,N/A,N/A,1,0,0,0,0,
07/12/2025,22,4FLD21,N/A,N/A,2,0,0,0,1,
07/12/2025,22,4FLD22,N/A,N/A,4,0,0,0,4,
07/13/2025,23,3FC11,N/A,N/A,2,0,0,0,1,*3FC1 eggs! 10
07/13/2025,23,3FC12,N/A,N/A,2,0,0,0,2,
07/13/2025,23,3FC31,N/A,N/A,2,1,0,0,2,adult death
07/13/2025,23,3FC32,N/A,N/A,2,0,0,0,2,
07/13/2025,23,3FGD11,N/A,N/A,5,0,0,0,5,
07/13/2025,23,3FGD12,N/A,N/A,2,0,0,0,2,
07/13/2025,23,3FGD21,N/A,N/A,4,0,0,0,4,
07/13/2025,23,3FGD22,N/A,N/A,5,0,0,0,5,
07/13/2025,23,3FLD11,N/A,N/A,3,1,0,0,3,adult death
07/13/2025,23,3FLD12,N/A,N/A,3,0,0,0,3,
07/13/2025,23,3FLD21,N/A,N/A,4,0,0,2,1,*3FLD2 eggs! 5
07/13/2025,23,3FLD22,N/A,N/A,3,0,0,0,3,
07/13/2025,23,4FC31,N/A,N/A,2,0,0,0,2,
07/13/2025,23,4FC32,N/A,N/A,1,0,0,0,1,
07/13/2025,23,4FGD11,N/A,N/A,4,0,0,0,4,
07/13/2025,23,4FGD12,N/A,N/A,1,0,0,0,1,
07/13/2025,23,4FGD21,N/A,N/A,4,0,0,1,3,
07/13/2025,23,4FGD22,N/A,N/A,0,0,0,0,0,
07/13/2025,23,4FLD11,N/A,N/A,6,0,0,0,6,
07/13/2025,23,4FLD12,N/A,N/A,1,0,0,0,0,
07/13/2025,23,4FLD21,N/A,N/A,2,0,0,0,1,*4FLD2 eggs! 1 egg mass of 15
07/13/2025,23,4FLD22,N/A,N/A,3,1,0,0,3,adult death
07/14/2025,24,3FC11,N/A,N/A,2,0,0,0,1,*3FC1 eggs! 15 
07/14/2025,24,3FC12,N/A,N/A,2,0,0,0,2,
07/14/2025,24,3FC31,N/A,N/A,2,0,0,0,2,
07/14/2025,24,3FC32,N/A,N/A,2,0,0,0,2,
07/14/2025,24,3FGD11,N/A,N/A,5,0,0,0,5,
07/14/2025,24,3FGD12,N/A,N/A,2,0,0,0,2,
07/14/2025,24,3FGD21,N/A,N/A,4,0,0,0,4,
07/14/2025,24,3FGD22,N/A,N/A,5,0,0,0,5,
07/14/2025,24,3FLD11,N/A,N/A,3,0,0,0,3,
07/14/2025,24,3FLD12,N/A,N/A,3,0,0,0,3,
07/14/2025,24,3FLD21,N/A,N/A,4,0,0,1,2,
07/14/2025,24,3FLD22,N/A,N/A,3,0,0,0,3,
07/14/2025,24,4FC31,N/A,N/A,2,0,0,0,2,
07/14/2025,24,4FC32,N/A,N/A,1,0,0,0,1,
07/14/2025,24,4FGD11,N/A,N/A,4,0,0,0,4,
07/14/2025,24,4FGD12,N/A,N/A,1,0,0,0,1,
07/14/2025,24,4FGD21,N/A,N/A,2,2,0,0,2,"1 adult death, 1 pupa death"
07/14/2025,24,4FGD22,N/A,N/A,0,0,0,0,0,
07/14/2025,24,4FLD11,N/A,N/A,6,0,0,0,6,
07/14/2025,24,4FLD12,N/A,N/A,1,0,0,0,0,
07/14/2025,24,4FLD21,N/A,N/A,2,0,0,0,1,*4FLD2 eggs! 2 egg masses (18 and 27 each) (saved)
07/14/2025,24,4FLD22,N/A,N/A,3,0,0,0,3,
07/15/2025,25,3FC11,N/A,N/A,2,0,0,0,1,*3FC1 eggs! 6
07/15/2025,25,3FC12,N/A,N/A,2,0,0,0,2,
07/15/2025,25,3FC31,N/A,N/A,2,0,0,0,2,
07/15/2025,25,3FC32,N/A,N/A,2,0,0,0,2,
07/15/2025,25,3FGD11,N/A,N/A,5,0,0,0,5,*3FGD1 eggs! 1 egg mass of 14 (saved)
07/15/2025,25,3FGD12,N/A,N/A,2,0,0,0,2,
07/15/2025,25,3FGD21,N/A,N/A,4,0,0,0,4,
07/15/2025,25,3FGD22,N/A,N/A,5,0,0,0,5,
07/15/2025,25,3FLD11,N/A,N/A,3,0,0,0,3,
07/15/2025,25,3FLD12,N/A,N/A,3,0,0,0,3,
07/15/2025,25,3FLD21,N/A,N/A,4,0,0,1,2,*3FLD2 eggs! 4
07/15/2025,25,3FLD22,N/A,N/A,3,0,0,0,3,
07/15/2025,25,4FC31,N/A,N/A,2,0,0,0,2,
07/15/2025,25,4FC32,N/A,N/A,1,0,0,0,1,
07/15/2025,25,4FGD11,N/A,N/A,4,0,0,0,4,
07/15/2025,25,4FGD12,N/A,N/A,1,0,0,0,1,
07/15/2025,25,4FGD21,N/A,N/A,2,0,0,0,2,
07/15/2025,25,4FGD22,N/A,N/A,0,0,0,0,0,
07/15/2025,25,4FLD11,N/A,N/A,6,0,0,0,6,
07/15/2025,25,4FLD12,N/A,N/A,1,0,0,0,0,
07/15/2025,25,4FLD21,N/A,N/A,2,0,0,0,1,
07/15/2025,25,4FLD22,N/A,N/A,3,0,0,0,3,
07/16/2025,26,3FC11,N/A,N/A,2,0,0,0,1,
07/16/2025,26,3FC12,N/A,N/A,2,0,0,0,2,
07/16/2025,26,3FC31,N/A,N/A,2,0,0,0,2,*3FC3 eggs! 3
07/16/2025,26,3FC32,N/A,N/A,2,0,0,0,2,
07/16/2025,26,3FGD11,N/A,N/A,5,0,0,0,5,*3FGD1 eggs! 1 egg mass of 9 (saved)
07/16/2025,26,3FGD12,N/A,N/A,2,0,0,0,2,
07/16/2025,26,3FGD21,N/A,N/A,4,0,0,0,4,
07/16/2025,26,3FGD22,N/A,N/A,5,0,0,0,5,
07/16/2025,26,3FLD11,N/A,N/A,3,0,0,0,3,
07/16/2025,26,3FLD12,N/A,N/A,3,0,0,0,3,
07/16/2025,26,3FLD21,N/A,N/A,4,0,0,1,2,
07/16/2025,26,3FLD22,N/A,N/A,3,0,0,0,3,
07/16/2025,26,4FC31,N/A,N/A,2,0,0,0,2,
07/16/2025,26,4FC32,N/A,N/A,1,0,0,0,1,
07/16/2025,26,4FGD11,N/A,N/A,4,0,0,0,4,
07/16/2025,26,4FGD12,N/A,N/A,1,0,0,0,1,
07/16/2025,26,4FGD21,N/A,N/A,2,0,0,0,2,
07/16/2025,26,4FGD22,N/A,N/A,0,0,0,0,0,
07/16/2025,26,4FLD11,N/A,N/A,6,0,0,0,6,
07/16/2025,26,4FLD12,N/A,N/A,1,0,0,0,0,
07/16/2025,26,4FLD21,N/A,N/A,2,0,0,0,1,*4FLD2 eggs! 1 egg mass of 25 (saved)
07/16/2025,26,4FLD22,N/A,N/A,3,0,0,0,3,
07/17/2025,27,3FC11,N/A,N/A,2,0,0,0,1,*3FC1 eggs! 2
07/17/2025,27,3FC12,N/A,N/A,2,0,0,0,2,
07/17/2025,27,3FC31,N/A,N/A,2,0,0,0,2,
07/17/2025,27,3FC32,N/A,N/A,2,0,0,0,2,
07/17/2025,27,3FGD11,N/A,N/A,5,0,0,0,5,*3FGD11 eggs! 1 egg mass of 32 (saved)
07/17/2025,27,3FGD12,N/A,N/A,2,0,0,0,2,
07/17/2025,27,3FGD21,N/A,N/A,4,0,0,0,4,
07/17/2025,27,3FGD22,N/A,N/A,5,0,0,0,5,
07/17/2025,27,3FLD11,N/A,N/A,3,0,0,0,3,
07/17/2025,27,3FLD12,N/A,N/A,2,1,0,0,2,adult death
07/17/2025,27,3FLD21,N/A,N/A,4,0,0,1,2,
07/17/2025,27,3FLD22,N/A,N/A,3,0,0,0,3,
07/17/2025,27,4FC31,N/A,N/A,2,0,0,0,2,
07/17/2025,27,4FC32,N/A,N/A,1,0,0,0,1,
07/17/2025,27,4FGD11,N/A,N/A,4,0,0,0,4,
07/17/2025,27,4FGD12,N/A,N/A,1,0,0,0,1,
07/17/2025,27,4FGD21,N/A,N/A,2,0,0,0,2,
07/17/2025,27,4FGD22,N/A,N/A,0,0,0,0,0,
07/17/2025,27,4FLD11,N/A,N/A,6,0,0,0,6,
07/17/2025,27,4FLD12,N/A,N/A,1,0,0,0,0,
07/17/2025,27,4FLD21,N/A,N/A,2,0,0,0,1,*4FLD2 eggs! 1 egg mass of 14 (saved)
07/17/2025,27,4FLD22,N/A,N/A,3,0,0,0,3,
07/18/2025,28,3FC11,N/A,N/A,2,0,0,0,1,*3FC1 evidence of eggs but eaten
07/18/2025,28,3FC12,N/A,N/A,2,0,0,0,2,
07/18/2025,28,3FC31,N/A,N/A,2,0,0,0,2,
07/18/2025,28,3FC32,N/A,N/A,2,0,0,0,2,
07/18/2025,28,3FGD11,N/A,N/A,5,0,0,0,5,
07/18/2025,28,3FGD12,N/A,N/A,2,0,0,0,2,
07/18/2025,28,3FGD21,N/A,N/A,4,0,0,0,4,
07/18/2025,28,3FGD22,N/A,N/A,5,0,0,0,5,
07/18/2025,28,3FLD11,N/A,N/A,3,0,0,0,3,
07/18/2025,28,3FLD12,N/A,N/A,2,0,0,0,2,
07/18/2025,28,3FLD21,N/A,N/A,4,0,0,1,2,
07/18/2025,28,3FLD22,N/A,N/A,3,0,0,0,3,
07/18/2025,28,4FC31,N/A,N/A,2,0,0,0,2,
07/18/2025,28,4FC32,N/A,N/A,1,0,0,0,1,
07/18/2025,28,4FGD11,N/A,N/A,4,0,0,0,4,
07/18/2025,28,4FGD12,N/A,N/A,1,0,0,0,1,
07/18/2025,28,4FGD21,N/A,N/A,2,0,0,0,2,
07/18/2025,28,4FGD22,N/A,N/A,0,0,0,0,0,
07/18/2025,28,4FLD11,N/A,N/A,5,1,0,0,5,
07/18/2025,28,4FLD12,N/A,N/A,1,0,0,0,0,
07/18/2025,28,4FLD21,N/A,N/A,2,0,0,0,1,
07/18/2025,28,4FLD22,N/A,N/A,2,1,0,0,2,
,,,,,,,,,,
07/20/2025,28,3FLD21,N/A,N/A,3,0,0,0,3,